,Temp_LM75/oC,Temp_BME680/oC,Temp_NTC/oC,Pressure/kPa,Humidity/%,Time
682,22.46,34.5,32.22,101.58,40.84,2021-05-07 14:35:02
683,22.46,34.5,32.24,101.58,40.88,2021-05-07 14:35:42
684,22.46,34.48,32.22,101.58,40.98,2021-05-07 14:36:16
685,22.46,34.48,32.24,101.58,41.04,2021-05-07 14:36:50
686,22.46,34.48,32.2,101.58,41.18,2021-05-07 14:37:23
687,22.96,34.48,32.26,101.58,41.67,2021-05-07 14:37:57
688,22.46,34.47,32.19,101.58,41.47,2021-05-07 14:38:31
689,22.46,34.45,32.22,101.58,41.13,2021-05-07 14:39:05
690,22.46,34.46,32.26,101.58,40.89,2021-05-07 14:39:39
691,22.46,34.46,32.22,101.59,40.83,2021-05-07 14:40:13
692,22.46,34.44,32.22,101.58,41.31,2021-05-07 14:40:47
693,22.46,34.44,32.22,101.58,41.37,2021-05-07 14:41:20
694,22.46,34.43,32.2,101.59,41.11,2021-05-07 14:42:06
695,22.46,34.42,32.2,101.59,40.74,2021-05-07 14:42:40
696,22.46,34.42,32.2,101.58,40.63,2021-05-07 14:43:14
697,22.46,34.42,32.22,101.59,40.72,2021-05-07 14:43:47
698,22.46,34.42,32.2,101.59,40.85,2021-05-07 14:44:21
699,22.46,34.42,32.22,101.58,41.35,2021-05-07 14:44:55
700,22.46,34.41,32.22,101.58,41.61,2021-05-07 14:45:29
701,22.46,34.4,32.22,101.58,41.69,2021-05-07 14:46:02
702,22.46,34.4,32.2,101.58,41.53,2021-05-07 14:46:42
703,22.46,34.39,32.2,101.58,41.38,2021-05-07 14:47:16
704,22.46,34.39,32.2,101.58,41.22,2021-05-07 14:47:50
705,22.46,34.38,32.2,101.58,41.08,2021-05-07 14:48:23
706,22.46,34.38,32.2,101.58,41.01,2021-05-07 14:48:57
707,22.46,34.38,32.17,101.58,40.96,2021-05-07 14:49:31
708,22.46,34.38,32.17,101.58,40.95,2021-05-07 14:50:05
709,22.46,34.37,32.2,101.58,41.08,2021-05-07 14:50:43
710,22.46,34.37,32.15,101.58,41.34,2021-05-07 14:51:17
711,22.46,34.36,32.13,101.58,41.29,2021-05-07 14:51:51
712,22.46,34.36,32.17,101.58,41.08,2021-05-07 14:52:25
713,22.46,34.35,32.15,101.57,41.0,2021-05-07 14:52:58
714,22.46,34.34,32.17,101.57,40.86,2021-05-07 14:53:32
715,22.46,34.34,32.2,101.57,40.81,2021-05-07 14:54:06
716,22.46,34.34,32.15,101.57,40.91,2021-05-07 14:54:40
717,22.46,34.34,32.13,101.57,41.19,2021-05-07 14:55:13
718,22.46,34.33,32.15,101.57,41.27,2021-05-07 14:55:47
719,22.46,34.34,32.13,101.58,41.23,2021-05-07 14:56:21
720,22.46,34.33,32.13,101.56,41.4,2021-05-07 14:56:55
721,22.46,34.33,32.15,101.56,41.57,2021-05-07 14:57:28
722,22.46,34.33,32.15,101.56,41.48,2021-05-07 14:58:03
723,22.46,34.32,32.15,101.56,41.36,2021-05-07 14:58:42
724,22.46,34.32,32.15,101.56,41.34,2021-05-07 14:59:16
725,22.46,34.31,32.11,101.56,41.08,2021-05-07 14:59:49
726,22.46,34.31,32.07,101.56,41.38,2021-05-07 15:00:23
727,22.46,34.31,32.13,101.56,41.41,2021-05-07 15:00:57
728,22.46,34.31,32.13,101.57,41.41,2021-05-07 15:01:31
729,22.46,34.3,32.11,101.56,41.29,2021-05-07 15:02:04
730,22.46,34.3,32.11,101.57,40.94,2021-05-07 15:02:39
731,22.46,34.29,32.17,101.56,40.51,2021-05-07 15:03:12
732,22.46,34.29,32.11,101.56,40.35,2021-05-07 15:03:46
733,22.46,34.29,32.11,101.56,40.42,2021-05-07 15:04:20
734,22.46,34.27,32.13,101.56,40.33,2021-05-07 15:04:53
735,22.46,34.28,32.13,101.56,40.42,2021-05-07 15:05:27
736,22.46,34.28,32.13,101.56,40.54,2021-05-07 15:06:01
737,22.46,34.28,32.13,101.56,40.61,2021-05-07 15:06:45
738,22.46,34.28,32.11,101.56,41.07,2021-05-07 15:07:19
739,22.46,34.28,32.11,101.57,41.55,2021-05-07 15:07:53
740,22.46,34.28,32.11,101.56,41.52,2021-05-07 15:08:27
741,22.46,34.28,32.13,101.56,41.03,2021-05-07 15:09:00
742,22.46,34.28,32.13,101.56,40.8,2021-05-07 15:09:38
743,22.46,34.29,32.13,101.56,40.9,2021-05-07 15:10:12
744,22.46,34.29,32.13,101.56,40.9,2021-05-07 15:10:46
745,22.46,34.31,32.07,101.56,41.17,2021-05-07 15:11:19
746,22.46,34.31,32.11,101.56,41.06,2021-05-07 15:11:53
747,22.46,34.32,32.11,101.57,40.87,2021-05-07 15:12:27
748,22.46,34.33,32.15,101.56,40.49,2021-05-07 15:13:01
749,22.96,34.35,32.13,101.56,40.4,2021-05-07 15:13:40
750,22.46,34.36,32.11,101.56,40.47,2021-05-07 15:14:14
751,22.46,34.37,32.11,101.56,40.26,2021-05-07 15:14:48
752,22.46,34.38,32.17,101.56,40.1,2021-05-07 15:15:21
753,22.46,34.39,32.17,101.56,39.85,2021-05-07 15:15:55
754,22.46,34.41,32.17,101.56,39.73,2021-05-07 15:16:41
755,22.46,34.41,32.13,101.56,40.24,2021-05-07 15:17:15
756,22.46,34.42,32.22,101.56,40.45,2021-05-07 15:17:49
757,22.46,34.43,32.13,101.56,40.11,2021-05-07 15:18:22
758,22.46,34.44,32.17,101.55,39.66,2021-05-07 15:18:56
759,22.46,34.46,32.2,101.55,39.74,2021-05-07 15:19:30
760,22.46,34.47,32.19,101.55,39.95,2021-05-07 15:20:04
761,22.46,34.48,32.22,101.55,40.14,2021-05-07 15:20:42
762,22.46,34.48,32.2,101.55,40.04,2021-05-07 15:21:16
763,22.46,34.49,32.2,101.55,40.0,2021-05-07 15:21:50
764,22.46,34.49,32.22,101.54,39.9,2021-05-07 15:22:25
765,22.46,34.5,32.22,101.55,39.71,2021-05-07 15:22:59
766,22.46,34.5,32.2,101.55,39.65,2021-05-07 15:23:33
767,22.46,34.51,32.2,101.55,39.79,2021-05-07 15:24:06
768,22.46,34.5,32.22,101.55,39.46,2021-05-07 15:24:40
769,22.46,34.51,32.24,101.55,39.44,2021-05-07 15:25:14
770,22.46,34.51,32.19,101.56,39.44,2021-05-07 15:25:47
771,22.46,34.5,32.22,101.55,39.21,2021-05-07 15:26:21
772,22.46,34.51,32.2,101.56,39.04,2021-05-07 15:26:55
773,22.46,34.5,32.2,101.56,39.07,2021-05-07 15:27:29
774,22.46,34.49,32.2,101.56,39.55,2021-05-07 15:28:03
775,22.46,34.49,32.2,101.56,39.79,2021-05-07 15:28:43
776,22.46,34.49,32.19,101.56,39.74,2021-05-07 15:29:21
777,22.46,34.49,32.22,101.56,39.7,2021-05-07 15:29:55
778,22.46,34.48,32.2,101.56,39.74,2021-05-07 15:30:29
779,22.46,34.47,32.22,101.56,40.14,2021-05-07 15:31:03
780,22.46,34.47,32.22,101.56,40.23,2021-05-07 15:31:42
781,22.46,34.46,32.19,101.56,40.19,2021-05-07 15:32:16
782,22.46,34.46,32.22,101.55,40.46,2021-05-07 15:32:50
783,22.46,34.44,32.2,101.55,40.27,2021-05-07 15:33:23
784,22.46,34.43,32.2,101.55,40.12,2021-05-07 15:33:57
785,22.46,34.43,32.22,101.56,40.13,2021-05-07 15:34:31
786,22.46,34.42,32.19,101.56,40.02,2021-05-07 15:35:05
787,22.46,34.41,32.24,101.55,40.06,2021-05-07 15:35:43
788,22.46,34.41,32.2,101.55,39.82,2021-05-07 15:36:17
789,22.46,34.4,32.17,101.55,39.7,2021-05-07 15:36:51
790,22.46,34.4,32.2,101.55,39.91,2021-05-07 15:37:25
791,22.46,34.39,32.19,101.55,39.79,2021-05-07 15:37:59
792,22.46,34.39,32.15,101.55,39.81,2021-05-07 15:38:38
793,22.46,34.38,32.2,101.55,40.06,2021-05-07 15:39:12
794,22.46,34.37,32.15,101.55,40.34,2021-05-07 15:39:46
795,22.46,34.37,32.2,101.55,40.33,2021-05-07 15:40:20
796,22.46,34.36,32.2,101.55,40.33,2021-05-07 15:40:53
797,22.46,34.35,32.17,101.55,40.38,2021-05-07 15:41:27
798,22.46,34.34,32.15,101.55,40.35,2021-05-07 15:42:01
799,22.46,34.34,32.15,101.55,40.29,2021-05-07 15:42:40
800,22.46,34.33,32.13,101.55,40.41,2021-05-07 15:43:14
801,22.46,34.32,32.15,101.55,40.18,2021-05-07 15:43:48
802,22.46,34.31,32.19,101.55,39.57,2021-05-07 15:44:22
803,22.46,34.31,32.11,101.55,39.18,2021-05-07 15:44:56
804,22.46,34.31,32.13,101.55,39.31,2021-05-07 15:45:29
805,22.46,34.31,32.11,101.55,39.83,2021-05-07 15:46:04
806,22.46,34.31,32.17,101.55,40.22,2021-05-07 15:46:38
807,22.46,34.3,32.09,101.55,40.1,2021-05-07 15:47:12
808,22.46,34.3,32.13,101.55,39.94,2021-05-07 15:47:46
809,22.46,34.29,32.13,101.55,40.11,2021-05-07 15:48:20
810,22.46,34.29,32.09,101.55,40.28,2021-05-07 15:48:54
811,22.46,34.28,32.13,101.55,40.46,2021-05-07 15:49:28
812,22.46,34.28,32.13,101.55,40.3,2021-05-07 15:50:01
813,22.46,34.27,32.11,101.55,40.0,2021-05-07 15:50:41
814,22.46,34.26,32.13,101.55,39.86,2021-05-07 15:51:27
815,22.46,34.26,32.03,101.55,39.95,2021-05-07 15:52:01
816,22.46,34.25,32.07,101.54,40.45,2021-05-07 15:52:40
817,22.46,34.25,32.09,101.55,41.45,2021-05-07 15:53:14
818,22.46,34.25,32.11,101.54,41.81,2021-05-07 15:53:48
819,22.46,34.23,32.15,101.55,41.54,2021-05-07 15:54:22
820,22.46,34.22,32.05,101.55,41.1,2021-05-07 15:54:55
821,22.46,34.21,32.07,101.55,40.71,2021-05-07 15:55:29
822,22.46,34.21,32.05,101.55,40.47,2021-05-07 15:56:03
823,22.46,34.2,32.07,101.54,40.02,2021-05-07 15:56:38
824,22.46,34.2,32.05,101.55,39.87,2021-05-07 15:57:12
825,22.46,34.2,32.05,101.55,40.08,2021-05-07 15:57:46
826,22.46,34.2,32.09,101.55,40.45,2021-05-07 15:58:20
827,22.46,34.2,32.07,101.55,40.57,2021-05-07 15:58:54
828,22.46,34.19,32.03,101.55,40.45,2021-05-07 15:59:27
829,22.46,34.18,32.09,101.54,40.21,2021-05-07 16:00:01
830,22.46,34.18,32.02,101.54,40.27,2021-05-07 16:00:38
831,22.46,34.18,32.03,101.55,40.1,2021-05-07 16:01:11
832,22.46,34.17,31.94,101.54,39.62,2021-05-07 16:01:45
833,22.46,34.17,32.03,101.54,39.68,2021-05-07 16:02:19
834,22.46,34.17,32.02,101.54,39.97,2021-05-07 16:02:53
835,21.96,34.17,31.98,101.54,40.04,2021-05-07 16:03:27
836,22.46,34.17,32.02,101.54,40.05,2021-05-07 16:04:00
837,22.46,34.16,32.0,101.54,40.25,2021-05-07 16:04:37
838,21.96,34.16,32.05,101.54,40.5,2021-05-07 16:05:11
839,21.96,34.16,32.03,101.54,40.42,2021-05-07 16:05:45
840,22.46,34.15,32.03,101.54,40.53,2021-05-07 16:06:18
841,21.96,34.15,32.0,101.54,40.62,2021-05-07 16:06:52
842,21.96,34.14,32.02,101.54,40.41,2021-05-07 16:07:26
843,21.96,34.13,32.02,101.54,39.99,2021-05-07 16:08:00
844,22.46,34.13,32.0,101.54,39.9,2021-05-07 16:08:39
845,21.96,34.13,31.96,101.54,40.1,2021-05-07 16:09:13
846,22.46,34.12,31.98,101.54,39.87,2021-05-07 16:09:47
847,21.96,34.11,32.0,101.54,39.44,2021-05-07 16:10:21
848,21.96,34.11,32.0,101.54,39.77,2021-05-07 16:10:55
849,21.96,34.1,31.96,101.53,40.01,2021-05-07 16:11:28
850,21.96,34.09,31.96,101.54,40.11,2021-05-07 16:12:02
851,21.96,34.09,31.94,101.53,40.31,2021-05-07 16:12:42
852,21.96,34.07,31.94,101.53,40.56,2021-05-07 16:13:21
853,21.96,34.06,31.96,101.53,40.47,2021-05-07 16:13:55
854,21.96,34.06,31.92,101.54,40.37,2021-05-07 16:14:29
855,21.96,34.05,31.94,101.54,39.92,2021-05-07 16:15:02
856,21.96,34.04,31.92,101.54,39.43,2021-05-07 16:15:41
857,21.96,34.03,31.92,101.54,39.45,2021-05-07 16:16:15
858,21.96,34.03,31.94,101.54,39.65,2021-05-07 16:16:49
859,21.96,34.03,31.94,101.54,39.82,2021-05-07 16:17:23
860,21.96,34.03,31.94,101.54,40.09,2021-05-07 16:17:57
861,21.96,34.03,31.96,101.54,40.33,2021-05-07 16:18:30
862,21.96,34.02,31.94,101.54,40.4,2021-05-07 16:19:04
863,21.96,34.01,31.96,101.54,40.3,2021-05-07 16:19:39
864,21.96,34.01,31.9,101.54,40.16,2021-05-07 16:20:12
865,21.96,34.01,31.9,101.54,40.23,2021-05-07 16:20:46
866,21.96,34.01,31.92,101.54,40.22,2021-05-07 16:21:20
867,21.96,34.01,31.92,101.54,40.24,2021-05-07 16:21:54
868,21.96,34.02,31.9,101.54,40.29,2021-05-07 16:22:28
869,21.96,34.02,31.94,101.53,40.08,2021-05-07 16:23:01
870,21.96,34.02,31.9,101.53,39.98,2021-05-07 16:23:41
871,21.96,34.03,31.92,101.53,40.41,2021-05-07 16:24:15
872,21.96,34.04,31.9,101.53,40.36,2021-05-07 16:24:49
873,21.96,34.05,31.88,101.53,40.32,2021-05-07 16:25:22
874,21.96,34.06,31.9,101.53,40.21,2021-05-07 16:26:08
875,21.96,34.07,31.85,101.53,40.13,2021-05-07 16:26:41
876,21.96,34.08,31.94,101.53,40.19,2021-05-07 16:27:15
877,21.96,34.08,31.94,101.53,40.11,2021-05-07 16:27:49
878,21.96,34.1,31.94,101.53,39.95,2021-05-07 16:28:23
879,21.96,34.1,31.9,101.53,39.4,2021-05-07 16:28:56
880,21.96,34.12,31.94,101.53,39.31,2021-05-07 16:29:30
881,21.96,34.13,31.96,101.53,39.63,2021-05-07 16:30:04
882,21.96,34.15,31.98,101.52,39.7,2021-05-07 16:30:43
883,21.96,34.15,31.92,101.52,39.64,2021-05-07 16:31:17
884,21.96,34.16,31.94,101.52,39.47,2021-05-07 16:31:52
885,21.96,34.18,31.92,101.53,39.45,2021-05-07 16:32:26
886,21.96,34.18,31.94,101.52,39.17,2021-05-07 16:33:00
887,21.96,34.19,31.88,101.52,39.06,2021-05-07 16:33:35
888,21.96,34.19,31.94,101.52,39.1,2021-05-07 16:34:09
889,21.96,34.2,31.94,101.52,39.2,2021-05-07 16:34:42
890,21.96,34.22,31.94,101.52,39.29,2021-05-07 16:35:16
891,21.96,34.22,32.0,101.52,39.2,2021-05-07 16:35:50
892,21.96,34.22,31.96,101.52,38.83,2021-05-07 16:36:24
893,21.96,34.23,32.03,101.52,38.65,2021-05-07 16:36:58
894,21.96,34.23,31.98,101.52,38.58,2021-05-07 16:37:31
895,21.96,34.23,32.0,101.52,38.73,2021-05-07 16:38:05
896,21.96,34.23,32.0,101.52,38.58,2021-05-07 16:38:39
897,21.96,34.24,32.03,101.52,38.35,2021-05-07 16:39:13
898,22.46,34.25,31.98,101.52,38.24,2021-05-07 16:39:47
899,21.96,34.24,32.03,101.52,38.27,2021-05-07 16:40:21
900,21.96,34.24,31.96,101.52,38.38,2021-05-07 16:40:55
901,21.96,34.24,32.03,101.52,38.56,2021-05-07 16:41:28
902,21.96,34.23,31.98,101.52,38.94,2021-05-07 16:42:02
903,21.96,34.23,32.03,101.52,39.43,2021-05-07 16:42:41
904,21.96,34.22,32.0,101.52,39.44,2021-05-07 16:43:15
905,22.46,34.21,31.98,101.52,39.31,2021-05-07 16:43:49
906,21.96,34.2,32.0,101.52,38.91,2021-05-07 16:44:22
907,21.96,34.19,31.98,101.52,38.52,2021-05-07 16:44:56
908,22.46,34.19,31.98,101.52,38.39,2021-05-07 16:45:30
909,21.96,34.18,31.96,101.52,38.36,2021-05-07 16:46:04
910,21.96,34.17,31.94,101.52,38.46,2021-05-07 16:46:43
911,21.96,34.16,31.94,101.52,38.66,2021-05-07 16:47:16
912,21.96,34.16,31.98,101.52,38.87,2021-05-07 16:47:50
913,21.96,34.15,31.98,101.52,38.6,2021-05-07 16:48:24
914,21.96,34.15,31.98,101.52,38.72,2021-05-07 16:48:58
915,21.96,34.13,31.92,101.52,38.57,2021-05-07 16:49:31
916,21.96,34.13,31.92,101.52,38.42,2021-05-07 16:50:05
917,21.96,34.12,31.94,101.52,38.24,2021-05-07 16:50:39
918,21.96,34.11,31.94,101.52,38.21,2021-05-07 16:51:13
919,21.96,34.1,31.94,101.52,38.24,2021-05-07 16:51:47
920,21.96,34.09,31.94,101.52,38.18,2021-05-07 16:52:21
921,22.46,34.08,31.94,101.51,38.16,2021-05-07 16:52:54
922,22.46,34.07,31.94,101.52,38.27,2021-05-07 16:53:28
923,21.96,34.06,31.86,101.51,38.74,2021-05-07 16:54:07
924,21.96,34.05,31.92,101.51,38.7,2021-05-07 16:54:41
925,21.96,34.05,31.88,101.52,38.7,2021-05-07 16:55:15
926,21.96,34.04,31.96,101.51,38.92,2021-05-07 16:55:49
927,21.96,34.04,31.9,101.51,39.39,2021-05-07 16:56:22
928,21.96,34.03,31.92,101.52,39.63,2021-05-07 16:56:56
929,21.96,34.02,31.9,101.51,39.47,2021-05-07 16:57:30
930,21.96,34.01,31.88,101.52,39.31,2021-05-07 16:58:03
931,22.46,34.0,31.88,101.51,39.21,2021-05-07 16:58:42
932,21.96,33.99,31.83,101.51,39.0,2021-05-07 16:59:16
933,21.96,33.99,31.86,101.52,38.93,2021-05-07 16:59:50
934,21.96,33.98,31.85,101.51,39.36,2021-05-07 17:00:39
935,21.96,33.98,31.83,101.52,39.13,2021-05-07 17:01:12
936,21.96,33.97,31.85,101.52,39.32,2021-05-07 17:01:47
937,21.96,33.97,31.88,101.52,39.87,2021-05-07 17:02:26
938,21.96,33.96,31.86,101.52,40.06,2021-05-07 17:02:59
939,21.96,33.96,31.85,101.52,39.92,2021-05-07 17:03:34
940,21.96,33.95,31.85,101.52,40.04,2021-05-07 17:04:08
941,21.96,33.94,31.86,101.52,40.07,2021-05-07 17:04:42
942,21.96,33.94,31.81,101.52,40.07,2021-05-07 17:05:24
943,21.96,33.93,31.83,101.52,40.1,2021-05-07 17:05:58
944,21.96,33.93,31.79,101.52,39.88,2021-05-07 17:06:32
945,21.96,33.92,31.85,101.52,39.66,2021-05-07 17:07:06
946,21.96,33.92,31.79,101.52,39.45,2021-05-07 17:07:40
947,21.96,33.92,31.75,101.52,39.3,2021-05-07 17:08:14
948,21.96,33.92,31.77,101.52,39.26,2021-05-07 17:08:48
949,21.96,33.91,31.75,101.52,39.36,2021-05-07 17:09:23
950,21.96,33.91,31.86,101.52,39.53,2021-05-07 17:09:57
951,21.96,33.91,31.75,101.52,39.75,2021-05-07 17:10:31
952,21.96,33.9,31.75,101.52,39.55,2021-05-07 17:11:04
953,21.96,33.9,31.81,101.51,39.58,2021-05-07 17:11:39
954,21.96,33.9,31.75,101.52,39.67,2021-05-07 17:12:12
955,21.96,33.89,31.77,101.52,39.74,2021-05-07 17:12:46
956,22.46,33.89,31.73,101.52,39.41,2021-05-07 17:13:20
957,21.96,33.89,31.71,101.52,39.1,2021-05-07 17:13:54
958,21.96,33.88,31.75,101.51,39.03,2021-05-07 17:14:28
959,21.96,33.88,31.79,101.51,39.12,2021-05-07 17:15:02
960,21.96,33.88,31.77,101.52,39.21,2021-05-07 17:15:42
961,22.46,33.88,31.75,101.52,39.54,2021-05-07 17:16:15
962,21.96,33.87,31.75,101.52,39.31,2021-05-07 17:16:49
963,21.96,33.87,31.75,101.51,39.33,2021-05-07 17:17:23
964,21.96,33.87,31.75,101.52,39.52,2021-05-07 17:17:57
965,21.96,33.87,31.75,101.52,39.62,2021-05-07 17:18:30
966,21.96,33.86,31.75,101.52,39.62,2021-05-07 17:19:04
967,22.46,33.86,31.73,101.52,39.62,2021-05-07 17:19:39
968,21.96,33.85,31.75,101.52,39.79,2021-05-07 17:20:13
969,21.96,33.86,31.77,101.52,40.09,2021-05-07 17:20:47
970,21.96,33.84,31.73,101.52,40.31,2021-05-07 17:21:20
971,21.96,33.83,31.7,101.52,40.54,2021-05-07 17:21:54
972,21.96,33.83,31.77,101.52,40.65,2021-05-07 17:22:29
973,21.96,33.81,31.71,101.52,40.49,2021-05-07 17:23:03
974,21.96,33.8,31.68,101.52,40.13,2021-05-07 17:23:42
975,21.96,33.8,31.71,101.52,40.18,2021-05-07 17:24:20
976,21.96,33.8,31.66,101.52,40.07,2021-05-07 17:24:54
977,21.96,33.79,31.64,101.51,39.85,2021-05-07 17:25:28
978,21.96,33.78,31.64,101.51,39.6,2021-05-07 17:26:02
979,21.96,33.79,31.68,101.52,39.49,2021-05-07 17:26:41
980,21.96,33.79,31.68,101.52,39.84,2021-05-07 17:27:15
981,21.96,33.78,31.64,101.52,40.13,2021-05-07 17:27:49
982,21.96,33.78,31.66,101.52,40.42,2021-05-07 17:28:28
983,21.96,33.78,31.7,101.52,40.56,2021-05-07 17:29:02
984,21.96,33.77,31.7,101.52,40.25,2021-05-07 17:29:42
985,21.96,33.77,31.66,101.52,40.17,2021-05-07 17:30:17
986,21.96,33.78,31.66,101.52,39.99,2021-05-07 17:30:50
987,21.96,33.77,31.66,101.52,39.75,2021-05-07 17:31:24
988,22.46,33.77,31.64,101.52,39.94,2021-05-07 17:31:58
989,22.46,33.76,31.64,101.52,40.25,2021-05-07 17:32:47
990,22.46,33.77,31.66,101.52,40.32,2021-05-07 17:33:20
991,21.96,33.77,31.68,101.52,39.98,2021-05-07 17:33:54
992,21.96,33.76,31.64,101.52,40.11,2021-05-07 17:34:29
993,22.46,33.77,31.64,101.52,40.25,2021-05-07 17:35:03
994,22.46,33.77,31.66,101.51,40.37,2021-05-07 17:35:53
995,22.46,33.77,31.64,101.52,40.14,2021-05-07 17:36:27
996,21.96,33.77,31.6,101.52,39.71,2021-05-07 17:37:01
997,21.96,33.78,31.62,101.51,39.47,2021-05-07 17:37:40
998,22.46,33.8,31.68,101.51,39.82,2021-05-07 17:38:13
999,21.96,33.8,31.64,101.52,40.07,2021-05-07 17:38:47
1000,21.96,33.81,31.66,101.51,40.02,2021-05-07 17:39:21
1001,22.46,33.81,31.66,101.51,40.07,2021-05-07 17:39:55
1002,22.46,33.82,31.66,101.51,40.1,2021-05-07 17:40:28
1003,21.96,33.84,31.64,101.51,40.15,2021-05-07 17:41:02
1004,21.96,33.85,31.66,101.51,39.96,2021-05-07 17:41:41
1005,21.96,33.85,31.66,101.51,39.54,2021-05-07 17:42:14
1006,22.46,33.85,31.73,101.51,38.99,2021-05-07 17:42:48
1007,21.96,33.88,31.66,101.51,38.61,2021-05-07 17:43:22
1008,21.96,33.89,31.66,101.51,38.66,2021-05-07 17:43:55
1009,22.46,33.89,31.66,101.51,38.86,2021-05-07 17:44:29
1010,21.96,33.9,31.68,101.51,38.96,2021-05-07 17:45:03
1011,22.46,33.92,31.68,101.5,38.88,2021-05-07 17:45:38
1012,21.96,33.93,31.68,101.51,38.79,2021-05-07 17:46:12
1013,21.96,33.94,31.66,101.5,38.68,2021-05-07 17:46:46
1014,22.46,33.95,31.71,101.5,38.73,2021-05-07 17:47:20
1015,22.46,33.95,31.73,101.5,38.82,2021-05-07 17:47:54
1016,22.46,33.96,31.7,101.5,38.83,2021-05-07 17:48:27
1017,21.96,33.97,31.73,101.5,38.74,2021-05-07 17:49:01
1018,21.96,33.97,31.75,101.5,38.74,2021-05-07 17:49:41
1019,21.96,33.98,31.75,101.5,38.65,2021-05-07 17:50:15
1020,22.46,33.98,31.77,101.5,38.56,2021-05-07 17:50:49
1021,21.96,33.99,31.7,101.5,38.58,2021-05-07 17:51:22
1022,21.96,33.99,31.71,101.51,38.76,2021-05-07 17:51:56
1023,21.96,33.99,31.73,101.5,38.8,2021-05-07 17:52:30
1024,21.96,33.99,31.73,101.5,38.89,2021-05-07 17:53:09
1025,22.46,33.99,31.75,101.51,38.99,2021-05-07 17:53:43
1026,22.46,33.99,31.75,101.51,39.11,2021-05-07 17:54:16
1027,22.46,33.99,31.77,101.5,39.4,2021-05-07 17:54:50
1028,21.96,33.99,31.73,101.51,39.43,2021-05-07 17:55:24
1029,21.96,33.98,31.73,101.51,39.38,2021-05-07 17:55:58
1030,21.96,33.97,31.79,101.51,39.42,2021-05-07 17:56:32
1031,21.96,33.97,31.68,101.51,39.49,2021-05-07 17:57:06
1032,21.96,33.97,31.71,101.51,39.39,2021-05-07 17:57:40
1033,21.96,33.97,31.73,101.51,39.49,2021-05-07 17:58:18
1034,21.96,33.96,31.75,101.51,39.75,2021-05-07 17:58:52
1035,22.46,33.96,31.71,101.51,39.77,2021-05-07 17:59:26
1036,21.96,33.95,31.71,101.51,39.85,2021-05-07 18:00:00
1037,21.96,33.95,31.77,101.51,40.36,2021-05-07 18:00:40
1038,22.46,33.95,31.71,101.51,40.47,2021-05-07 18:01:14
1039,22.46,33.94,31.75,101.51,40.35,2021-05-07 18:01:48
1040,22.46,33.94,31.73,101.51,40.47,2021-05-07 18:02:22
1041,21.96,33.93,31.73,101.51,40.64,2021-05-07 18:02:56
1042,22.46,33.94,31.73,101.51,40.78,2021-05-07 18:03:30
1043,22.46,33.93,31.75,101.51,40.93,2021-05-07 18:04:04
1044,22.46,33.93,31.73,101.51,41.11,2021-05-07 18:04:43
1045,22.46,33.93,31.73,101.51,41.54,2021-05-07 18:05:17
1046,22.46,33.93,31.73,101.51,41.69,2021-05-07 18:05:50
1047,21.96,33.93,31.73,101.51,41.89,2021-05-07 18:06:24
1048,22.46,33.93,31.77,101.51,42.0,2021-05-07 18:06:58
1049,22.46,33.94,31.73,101.51,42.11,2021-05-07 18:07:32
1050,21.96,33.94,31.71,101.51,41.94,2021-05-07 18:08:06
1051,21.96,33.95,31.71,101.51,41.79,2021-05-07 18:08:40
1052,22.46,33.94,31.71,101.51,41.97,2021-05-07 18:09:14
1053,21.96,33.94,31.73,101.51,41.99,2021-05-07 18:09:47
1054,21.96,33.95,31.73,101.51,41.78,2021-05-07 18:10:33
1055,21.96,33.96,31.73,101.51,41.8,2021-05-07 18:11:07
1056,21.96,33.95,31.73,101.51,41.69,2021-05-07 18:11:41
1057,22.46,33.96,31.75,101.51,41.83,2021-05-07 18:12:15
1058,21.96,33.97,31.77,101.51,42.03,2021-05-07 18:12:48
1059,21.96,33.98,31.75,101.51,42.39,2021-05-07 18:13:22
1060,21.96,33.98,31.73,101.51,42.51,2021-05-07 18:13:56
1061,21.96,33.99,31.73,101.51,42.57,2021-05-07 18:14:30
1062,21.96,33.98,31.73,101.51,42.68,2021-05-07 18:15:03
1063,21.96,33.99,31.75,101.51,42.37,2021-05-07 18:15:42
1064,21.96,33.99,31.73,101.51,42.38,2021-05-07 18:16:16
1065,21.96,33.99,31.79,101.51,42.37,2021-05-07 18:16:50
1066,22.46,34.01,31.75,101.51,42.21,2021-05-07 18:17:29
1067,21.96,34.0,31.85,101.51,41.9,2021-05-07 18:18:02
1068,22.46,34.02,31.75,101.51,42.04,2021-05-07 18:18:42
1069,21.96,34.02,31.75,101.51,42.1,2021-05-07 18:19:16
1070,21.96,34.03,31.81,101.51,42.02,2021-05-07 18:19:50
1071,21.96,34.03,31.79,101.51,42.03,2021-05-07 18:20:24
1072,21.96,34.04,31.77,101.51,42.28,2021-05-07 18:20:58
1073,21.96,34.04,31.77,101.5,42.32,2021-05-07 18:21:31
1074,21.96,34.05,31.75,101.51,42.37,2021-05-07 18:22:05
1075,21.96,34.05,31.71,101.51,42.41,2021-05-07 18:22:39
1076,21.96,34.04,31.83,101.5,42.34,2021-05-07 18:23:14
1077,21.96,34.05,31.75,101.5,42.19,2021-05-07 18:23:48
